,Temperature,Humidity,Wind_Speed,Precipitation_percent,Atmospheric_Pressure,UV_Index,Visibility_km,Location_inland,Location_mountain,Season_Spring,Season_Summer,Season_Winter,Weather_Type
0,-0.3199555302644266,0.18001798198936309,0.050409665358667886,0.9356834273248459,0.3521818185771798,-0.44808277932310075,-0.6165939611716883,1,0,0,0,1,Rainy
1,1.250400614033895,1.364687269529918,-0.1276887412840616,0.5925251319689603,0.39933331383270143,0.9404749108963384,1.8781014048692686,1,0,1,0,0,Cloudy
2,0.6850724020864992,-0.2835482609612888,-0.3948363512481558,-1.123266344810468,0.9628323309028868,0.3850518348085627,0.15100461299475992,0,1,1,0,0,Sunny
3,1.187586368261962,0.6950915852678652,-1.3743775877831679,0.9356834273248459,1.5448827559424527,0.9404749108963384,-1.5760921788797486,0,0,1,0,0,Sunny
4,0.4966296647707006,0.2315253423172133,1.3861477151791388,0.43654408862537586,-1.2053634755194136,-0.7257943173669886,-1.0003932482549125,0,1,0,0,1,Rainy
5,0.8107008936303649,-0.7471145039119408,-1.018180774497709,-0.8113042581232992,0.2911167673446029,-0.44808277932310075,-0.040895030546852146,1,0,0,1,0,Cloudy
6,-1.3249834626153523,1.4161946298577681,-0.21673794460542634,1.0604682619997134,-1.189903968878253,-0.7257943173669886,-0.42469431763007626,1,0,0,0,1,Snowy
7,-1.010912233755688,0.7981063059235657,-0.5729347578908852,1.372430348686882,-1.6853811567273382,-0.7257943173669886,-0.6165939611716883,1,0,0,0,1,Snowy
8,-1.010912233755688,0.6950915852678652,-0.5729347578908852,0.43654408862537586,-0.5274641093046637,-1.0035058554108764,-1.5760921788797486,0,1,0,0,1,Snowy
9,0.5594439105426334,0.2315253423172133,-0.1276887412840616,1.715588644042768,0.45344158707675514,1.218186448940226,0.9186031871612081,0,0,0,0,1,Sunny
10,1.187586368261962,-1.3652028278461432,-1.285328384461803,-1.123266344810468,1.769818577571296,2.0513210630718897,0.9186031871612081,1,0,0,0,0,Sunny
11,-0.4455840218082923,-0.5410850626005399,0.22850807200139736,-0.8425004667920161,0.7587668432396131,-0.17037124127921296,0.15100461299475992,0,1,0,0,0,Cloudy
12,-1.8274974287908152,0.9011210265792661,1.0299509018936799,0.4677402972940927,-1.551656424281327,-1.0035058554108764,-1.3841925353381366,1,0,0,0,1,Snowy
13,0.308186927454902,-2.498364755058848,-1.018180774497709,-1.372836014160203,0.9751999362158101,1.218186448940226,0.15100461299475992,0,0,0,0,1,Sunny
14,-0.5712125133521581,-1.0046513055511919,-0.48388555456952054,-0.1873800847489617,-0.4501665760988778,-0.44808277932310075,1.3024024742444322,0,1,0,1,0,Cloudy
15,0.6850724020864992,-2.1893205930917468,-0.3948363512481558,-1.2168549708166185,0.7819561032013453,0.3850518348085627,0.9186031871612081,1,0,1,0,0,Sunny
16,0.8735151394022977,-0.9531439452233416,-1.5524759944258975,-0.7801080494545823,0.22541386411968312,-0.17037124127921296,0.15100461299475992,0,0,0,0,0,Cloudy
17,1.5016575971216264,-1.2106807468625926,-1.5524759944258975,-1.1544625534791848,1.5100988659998456,1.4958979869841138,0.34290425653637197,0,1,1,0,0,Sunny
18,-0.3827697760363594,1.6737314314970193,0.4956556819654916,0.6237213406376771,0.46271729106144976,0.10734029676467487,1.1105028307028202,1,0,0,1,0,Sunny
19,-1.8274974287908152,-0.1290261799777382,-0.1276887412840616,0.7173099666438277,-1.1388875969624366,-0.7257943173669886,-0.8084936047133005,0,1,0,0,1,Snowy
20,-1.6390546914750166,0.9526283869071163,0.5847048852868563,1.434822766024316,-2.006165919531357,-0.7257943173669886,-0.8084936047133005,1,0,0,0,1,Snowy
21,0.8735151394022977,-1.7257543501410948,-0.30578714792679107,-1.0608739274730343,0.6204042588012503,1.218186448940226,1.6862017613276563,0,1,0,1,0,Sunny
22,0.43381541899876774,0.18001798198936309,0.7628032919295857,-0.7177156321171486,0.4449388584241176,-0.7257943173669886,1.4943021177860443,1,0,0,1,0,Cloudy
23,1.187586368261962,0.6950915852678652,-0.3948363512481558,1.5284113920304665,0.9025402550023759,0.10734029676467487,1.3024024742444322,0,1,1,0,0,Cloudy
24,-0.9480979879837552,0.48906214395646436,-1.4634267911045327,1.0292720533309965,-1.83456539581451,-0.7257943173669886,-0.23279467408846422,1,0,0,0,1,Snowy
25,-0.131512792948628,0.12851062166151286,-0.30578714792679107,0.31175925395050835,0.30116544666135475,-0.44808277932310075,-0.8084936047133005,0,1,0,1,0,Rainy
26,1.3132148598058277,-0.6440997832562403,-0.9291315711763443,-1.2480511794853355,1.1182003726465157,2.0513210630718897,1.6862017613276563,0,0,0,0,1,Sunny
27,0.308186927454902,-0.43807034194483946,-0.48388555456952054,-1.5288170575037874,0.9187727369755849,0.9404749108963384,0.15100461299475992,0,1,0,0,0,Sunny
28,0.6850724020864992,0.02549590100581245,1.2080493085364095,0.062189584600773326,0.11487839163541312,-1.0035058554108764,-0.8084936047133005,0,1,0,0,1,Rainy
29,0.5594439105426334,0.7981063059235657,-0.3948363512481558,1.403626557355599,-1.1744444622370922,-0.7257943173669886,-1.1922928917965245,0,0,1,0,0,Rainy
30,-1.073726479527621,-0.43807034194483946,1.2970985118577743,0.3429554626192252,-0.8134649821660751,-1.0035058554108764,-1.5760921788797486,1,0,0,0,1,Snowy
31,-0.9480979879837552,1.3131799092020677,-1.1962791811404385,0.12458200193820708,-1.6722405760823578,-0.7257943173669886,-0.23279467408846422,1,0,0,0,1,Snowy
32,-0.25714128449249374,1.4161946298577681,2.454738155035516,1.2164493053432979,0.23932742009672953,2.606744139159665,-1.0003932482549125,0,1,0,0,1,Rainy
33,0.6222581563145663,-0.026011459322037765,-1.1072299778190737,-1.1544625534791848,0.4503496857485265,1.7736095250280017,0.15100461299475992,1,0,0,0,1,Sunny
34,0.9991436309461634,-2.498364755058848,0.13945886868003263,-1.4352284314976367,1.5881693745376886,0.3850518348085627,0.9186031871612081,0,0,0,0,0,Sunny
35,-0.5083982675802251,1.0556431075628168,2.8999841716423393,0.7485061753125446,-0.780227042887591,-1.0035058554108764,-1.5760921788797486,0,1,0,0,1,Rainy
36,-1.073726479527621,1.8282535124805699,1.742344528464598,1.7779810613802016,-1.1272929669815706,0.9404749108963384,-0.6165939611716883,0,1,0,0,1,Snowy
37,0.4966296647707006,-0.2835482609612888,0.40660647864412686,-0.4681459627674136,0.8507509077544937,-0.17037124127921296,1.1105028307028202,0,0,0,0,0,Cloudy
38,0.8107008936303649,-1.6742469898132446,-1.5524759944258975,-1.3416398054914862,0.597214998839518,2.0513210630718897,1.3024024742444322,1,0,0,0,1,Sunny
39,1.0619578767180964,-2.4468573947309977,-1.4634267911045327,-1.622405683509938,1.7288508849722317,1.7736095250280017,0.15100461299475992,0,1,0,1,0,Sunny
40,0.5594439105426334,-0.798621864239791,1.0299509018936799,-0.4057535454299798,0.9736539855516958,-0.17037124127921296,1.3024024742444322,0,1,0,0,1,Cloudy
41,1.4388433513496934,-0.2835482609612888,-1.285328384461803,-1.0608739274730343,1.7226670823157568,1.218186448940226,1.1105028307028202,0,1,0,0,0,Sunny
42,0.11974419013910344,-1.3652028278461432,0.13945886868003263,-1.2792473881540525,1.0161676288148744,2.0513210630718897,0.34290425653637197,0,1,1,0,0,Sunny
43,0.1825584359110363,-1.0046513055511919,-1.641525197747262,-1.0608739274730343,0.7912318071860399,0.3850518348085627,1.1105028307028202,0,0,0,1,0,Sunny
44,0.8735151394022977,-0.1805335403055884,-0.038639537962696854,-1.0608739274730343,0.6242691354615448,-0.17037124127921296,0.34290425653637197,0,1,0,0,0,Cloudy
45,0.43381541899876774,-2.292335313747447,-1.1962791811404385,-1.1856587621479018,0.3150790026384011,1.218186448940226,-0.040895030546852146,0,1,0,0,1,Sunny
46,0.43381541899876774,1.107150467890667,0.050409665358667886,0.9356834273248459,1.0169406041469318,-0.17037124127921296,-0.42469431763007626,0,1,0,1,0,Rainy
47,-1.3249834626153523,1.4677019901856185,1.6532953251432332,1.0604682619997134,-1.9327332629858567,-1.0035058554108764,-0.6165939611716883,0,1,0,0,1,Snowy
48,-0.131512792948628,1.0556431075628168,0.31755727532276207,1.434822766024316,0.8677563650597687,-0.17037124127921296,-0.42469431763007626,1,0,0,0,1,Rainy
49,0.3710011732268349,-0.7471145039119408,-0.1276887412840616,-0.4681459627674136,0.635863765442411,0.10734029676467487,0.9186031871612081,1,0,0,1,0,Cloudy
50,-1.450611954159218,1.364687269529918,1.9204429351073273,1.1228606793371472,-1.2014985988591191,-0.7257943173669886,-0.23279467408846422,0,1,0,0,1,Snowy
51,-1.2621692168434195,0.9011210265792661,0.8518524952509505,0.8108985926499784,-1.7124352933493652,-1.0035058554108764,-0.42469431763007626,1,0,0,0,1,Snowy
52,-1.513426199931151,1.2616725488742175,-0.66198396121225,0.0933857932694902,-1.1296118929777421,-1.0035058554108764,-0.8084936047133005,1,0,0,0,1,Snowy
53,0.1825584359110363,1.3131799092020677,0.6737540886082211,1.185253096674581,-0.6410914831171711,-0.17037124127921296,-1.0003932482549125,0,0,0,0,0,Rainy
54,1.3760291055777607,0.7981063059235657,-0.038639537962696854,1.5284113920304665,0.8986753783420813,-0.17037124127921296,0.9186031871612081,0,1,0,1,0,Cloudy
55,0.8735151394022977,-1.4682175485018438,-1.641525197747262,-1.4976208488350706,0.9504647255899548,0.9404749108963384,1.6862017613276563,0,0,0,0,1,Sunny
56,-0.19432703872056084,0.7465989455957155,1.6532953251432332,0.062189584600773326,-0.7840919195478768,-1.0035058554108764,-0.8084936047133005,0,0,1,0,0,Rainy
57,-0.5712125133521581,-0.2835482609612888,0.8518524952509505,-1.0608739274730343,0.44030100643177467,-0.7257943173669886,1.3024024742444322,0,0,1,0,0,Cloudy
58,0.6222581563145663,-0.33505562128913907,-0.5729347578908852,0.4989365059628096,-1.067773866413108,-1.0035058554108764,-0.8084936047133005,0,1,0,0,1,Rainy
59,-0.25714128449249374,-0.7471145039119408,-1.3743775877831679,-0.6241270061109979,0.21227328347470267,-0.44808277932310075,0.15100461299475992,1,0,0,0,0,Cloudy
60,0.308186927454902,-0.9016365848954914,-0.038639537962696854,-0.7177156321171486,0.12183516962393631,-0.7257943173669886,1.1105028307028202,0,1,0,0,0,Cloudy
61,0.3710011732268349,0.7981063059235657,-0.038639537962696854,0.4677402972940927,-0.8397461434560448,-0.7257943173669886,-1.1922928917965245,0,1,0,0,1,Rainy
62,0.3710011732268349,1.0041357472349666,-1.3743775877831679,1.0916644706684302,0.8422481791018562,2.0513210630718897,0.5348039000779841,0,1,0,1,0,Sunny
63,0.308186927454902,-1.1591733865347424,-0.21673794460542634,-1.092070136141751,1.4652662967404952,0.3850518348085627,0.34290425653637197,0,1,0,1,0,Sunny
64,-1.073726479527621,1.4161946298577681,-1.285328384461803,1.154056888005864,-1.0144385685011204,-1.0035058554108764,-0.8084936047133005,1,0,0,0,1,Snowy
65,0.11974419013910344,-0.798621864239791,-1.1072299778190737,-1.092070136141751,1.5371530026218811,0.9404749108963384,1.1105028307028202,0,1,0,1,0,Sunny
66,-1.073726479527621,0.5920768646121648,0.7628032919295857,0.15577821060692396,-1.7704084432537046,-0.7257943173669886,-0.42469431763007626,1,0,0,0,1,Snowy
67,0.11974419013910344,0.2830327026450635,-1.018180774497709,-0.3433611280925461,0.8870807483612152,-0.44808277932310075,1.1105028307028202,0,1,0,0,1,Cloudy
